sample	Subdoligranulum	Unclassified Ruminococcaceae	PAC001217_g	Unclassified Bacteria	Phascolarctobacterium	Christensenella	Collinsella	Bacteroides	Coprococcus_g2	Ruminococcus_g2	PAC001046_g	Blautia	Bilophila	Pseudoflavonifractor	Anaerotignum	Megamonas	Oscillibacter	Fusobacterium	Ruminococcus_g4	Faecalimonas	Bifidobacterium	Eubacterium_g23	Coprobacter	Clostridium_g6	Prevotella	Alloprevotella	PAC001138_g	Clostridium	Granulicatella	Lachnospira	Actinomyces	Lactobacillus	LT821227_g	Coprobacillus	Parasutterella	Frisingicoccus	Unclassified Lachnospiraceae	PAC001207_g	Unclassified Mogibacterium_f	Dialister	Sporobacter	Agathobaculum	Ruminococcus	PAC001270_g	Ruminococcus_g5	Pseudomonas	Clostridium_g24	Parabacteroides	Odoribacter	Unclassified Intrasporangiaceae	Sellimonas	PAC000661_g	Anaerococcus	Veillonella	PAC001177_g	Faecalibacterium	Porphyromonas	Haemophilus	PAC001609_g	Ruthenibacterium	Devosia	Eubacterium_g5	Roseburia	Rothia	Anaerostipes	Turicibacter	Eggerthella	Leuconostoc	Corynebacterium	Saccharimonas	Peptoniphilus	Eubacterium_g8	Unclassified Bacteroidales	Alistipes	Eubacterium_g4	Fusicatenibacter	Unclassified Christensenellaceae	Barnesiella	PAC001115_g	PAC001360_g	Eisenbergiella	Unclassified Gammaproteobacteria	FR888536_g	PAC000748_g	Flavobacterium	PAC001043_g	Unclassified Enterobacteriaceae	LARJ_g	CCMM_g	Caproiciproducens	LLKB_g	Romboutsia	Dorea	Unclassified Proteobacteria	Anaerotruncus	PAC000195_g	PAC000196_g	PAC000672_g	LT706945_g	Enterococcus	PAC000671_g	PAC001663_g	Chryseobacterium	Atopobium	Unclassified Enterobacterales	PAC001276_g	Escherichia	Paraprevotella	Epulopiscium	Holdemanella	Streptococcus	Parvimonas	Gemella	PAC001440_g	Butyricimonas	Unclassified Oxalobacteraceae	FTRU_g	PAC001219_g	Dielma	PAC000692_g	Leucobacter	Unclassified Cyanobacteria	Harryflintia	Unclassified Porphyromonadaceae	Pedobacter	Unclassified Erysipelotrichaceae	PAC000186_g	PAC001468_g	Bacillus	Sphingomonas	PAC001437_g	PAC001283_g	Campylobacter	Dysgonomonas	Methylobacterium	Variovorax	Paracoccus	PAC001265_g	Victivallis	Aggregatibacter	FM873692_g	Arthrobacter	PAC001606_g	Neisseria	Burkholderia	Cutibacterium	Hydrogenophaga	Unclassified Bacteroidetes	Geobacillus	Pelomonas	Psychrobacter	Merdibacter	Adlercreutzia	Capnocytophaga	PAC001168_g	PAC001247_g	Coprococcus	PAC001144_g	Massilioclostridium	PAC001401_g	PAC001457_g	Desulfovibrio	Staphylococcus	Akkermansia	Clostridioides	Hungatella	Butyricicoccus	Longicatena	PAC001236_g	Acinetobacter	PAC001637_g	Anaerofilum	HQ765927_g	Microbacterium	Murdochiella	PAC002510_g	Moryella	Acidaminococcus	Stenotrophomonas	Leptotrichia	Kingella	Pseudoxanthomonas	Rhodococcus	Novosphingobium	Unclassified Bradyrhizobiaceae	Mesorhizobium	Gabonibacter	CYUO_g	Mitsuokella	Bergeyella	Rhizobium	Paralkalibacillus	Unclassified Muribaculaceae	LN868538_g	Phocea	Cellulosilyticum	Mogibacterium	Unclassified Pasteurellaceae	Gordonibacter	Sutterella	Proteus	Finegoldia	Morganella	Catabacter	LT575483_g	Clostridium_g21	Herminiimonas	Abiotrophia	Lachnoanaerobaculum	PAC001296_g	Brevundimonas	Lautropia	Cuneatibacter	Enhydrobacter	KE993550_g	PAC001451_g	PAC001201_g	PAC001446_g	PAC002129_g	Sphingobium	Oribacterium	Lawsonella	Monoglobus	PAC001686_g	Lactococcus	Emergencia	Gardnerella	Ezakiella	Faecalicatena	Eubacterium_g20	PAC001458_g	PAC001398_g	Pseudochrobactrum	Ralstonia	PAC001313_g	Anaerofustis	PAC001643_g	Delftia	PAC001480_g	Cloacibacterium	PAC002156_g	Holdemania	PAC001723_g	PAC002360_g	Merdimonas	Acutalibacter	ADLB_g	Comamonas	Eikenella	Robinsoniella	Curvibacter	Dolosigranulum	PAC001687_g	Kallipyga	PAC002141_g	Cardiobacterium	Peptostreptococcus	Methanobrevibacter	PAC001422_g	PAC001057_g	PAC001141_g	PAC001041_g	Megasphaera	AY442821_g	Unclassified Clostridiales	PAC001109_g	Unclassified Coriobacteriaceae	PAC001068_g	JN162689_g	Pediococcus	Unclassified Clostridia	Butyrivibrio_g1	GQ451241_g	Paludicola	Unclassified Bacteroidaceae	PAC001137_g	Unclassified Erysipelotrichi	Bulleidia	Slackia	Unclassified Lactobacillales	PAC002374_g	Selenomonas	Unclassified Lactobacillaceae	Cetobacterium	Unclassified Bifidobacteriales	Catonella	Olsenella	AM277970_g	EU794292_g	PAC000197_g	Syntrophococcus	PAC001447_g	Howardella	Negativicoccus	PAC001400_g	Unclassified Enterococcaceae	Unclassified Dehalobacterium_f	Turicimonas	PAC001433_g	PAC001485_g	PAC001112_g	PAC000743_g	Arcanobacterium	Faecalitalea	PAC001500_g	PAC002203_g	PAC000664_g	Eubacterium	PAC002090_g	Neglecta	PAC001778_g	PAC002160_g	HM124225_g	Libanicoccus	PAC002201_g	PAC001435_g	PAC001323_g	Marvinbryantia	JX575929_g	AM405126_g	Traorella	PAC001599_g	Unclassified Actinobacteria	PAC002169_g	PAC002148_g	Shuttleworthia	AM278923_g	DQ807451_g	GQ422727_g	Sneathia	CCYH_g	PAC001625_g	PAC001032_g	PAC001274_g	Eubacterium_g24	JRNA_g	Cloacibacillus	Fournierella	PAC001074_g	AY858456_g	Succiniclasticum	PAC001286_g	PAC001592_g	AB218327_g	PAC001651_g	Faecalicoccus	Fenollaria	GU324393_g	HQ452859_g	Scardovia	PAC002513_g	Agathobacter	Intestinibacter	Eubacterium_g17	Catenibacterium	Eubacterium_g11	Phyllobacterium	PAC002518_g	Caecibacterium	Extibacter	EU778596_g	Herbaspirillum	Eubacterium_g21	PAC000740_g	Eubacterium_g10	Unclassified Rhodocyclales	EF025282_g	Curtobacterium	Pantoea	Unclassified Sutterellaceae	Clostridium_g32	AB506348_g	Actinotignum	AB294309_g	CDPP_g	Lactonifactor	Angelakisella	HQ774991_g	Helicobacter	Unclassified Firmicutes	Aeromonas	FJ269091_g	Reyranella	EU778577_g	PAC001573_g	Weissella	NHOC_g	Schlegelella	AX003092_g	PAC001341_g	NFJT_g	Actinobaculum	EU842499_g	Ottowia	OCTT_g	FCNB_g	Mobiluncus	Alloscardovia	Peptococcus	PAC002181_g	Cryptobacterium	CP020705_g	PAC001603_g	EU462118_g	Dechloromonas	Criibacterium	Caldicellulosiruptor	PAC000744_g	FJ367817_g	Schwartzia	AM420052_g	Unclassified PAC001057_f	KI259813_g	Pseudopropionibacterium	Acetitomaculum	Fretibacterium	AM420198_g	Filifactor	DQ824660_g	AB559589_g	EU843993_g	Unclassified Eubacteriaceae	Fastidiosipila	Kerstersia	PAC002187_g	AP012211_g	EF559154_g	FJ982993_g	DQ057459_g	PAC002194_g	PAC001354_g	Kocuria	PAC000677_g	Unclassified Veillonellaceae	Unclassified Veillonellales	AF125206_g	Unclassified Bacilli	Flaviflexus	KQ959578_g	Pseudoramibacter	Unclassified Actinobacteria_c	Unclassified Negativicutes	PAC002042_g	FJ677212_g	Unclassified Bacteroidia	GQ360012_g	Acholeplasma_g2	Phreatobacter	Pedomicrobium	PAC001266_g	PAC001920_g	DQ984558_g	Domibacillus	Unclassified Erwiniaceae	Rhodanobacter	Muribaculum	EU815225_g	PAC000741_g	Pseudorhodoplanes	Tepidiphilus	Streptobacillus	Skermanella	Tumebacillus	PAC002390_g	Oligella	Alicyclobacillus	Jonquetella	Unclassified Dermacoccaceae	Alkanindiges	U87772_g	Butyrivibrio	Acidocella	AB511016_g	Helcococcus	Glutamicibacter	Pannonibacter	FJ848448_g	Castellaniella	Unclassified AC160630_f	Unclassified Alcanivoracaceae	Kurthia	Weeksella	Unclassified Steroidobacter_f
SRR8056984	3	338	7	0	22	0	15	23414	10	772	1	1550	220	693	11	0	16	5066	813	505	0	23	0	212	2	0	22	846	2	83	16	1	0	53	8607	55	1675	673	0	10023	9	3	62	0	0	1	354	20	0	0	51	0	419	21	18	136	86	136	448	573	0	11	636	0	299	504	10	0	0	0	16	0	0	12	14	824	0	0	0	4	52	915	0	0	0	5	0	0	160	214	0	0	232	1	0	38	0	14	0	17	959	0	0	4	0	0	5292	0	0	0	109	375	2	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	503	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	6	0	87	0	0	0	1	0	0	0	0	47	1417	267	0	371	3	0	2	0	0	0	2	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	84	22	0	0	15	0	0	55	0	3	0	152	1	0	0	0	5	0	0	0	0	0	0	0	25	0	0	9	0	0	0	8442	0	0	0	0	1	1	0	0	0	0	0	35	0	0	0	0	0	1	1	0	1	0	0	0	0	0	22	0	0	0	0	3	3	0	718	0	0	0	0	0	17701	0	0	5	0	29	1117	13	0	0	0	3	1	0	1272	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	11	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	146	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8056989	429	6208	1	0	854	0	943	44658	26	4	9	190	1137	424	79	0	516	9540	691	260	0	1	0	15	155	0	80	594	0	304	379	37	0	0	0	46	441	5	0	12830	47	14	0	2	0	83	439	1083	354	0	0	4	4	77	6	149	81	6650	0	637	0	161	1565	1	14	63	83	0	6	0	404	2	0	759	0	50	0	59	0	0	6611	9	0	0	0	19	0	0	529	136	0	0	325	0	20	5	1	8	0	1	60	0	0	6	0	93	9906	0	0	428	70	8641	1774	0	5	0	0	0	2	5	0	0	2	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	436	0	0	15	0	0	0	0	1	1	911	106	0	58	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	288	0	4	0	55	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	790	0	82	0	0	0	1	15	0	0	0	0	35	0	0	1	0	0	0	807	0	0	0	0	0	0	0	2613	17	0	0	0	0	2	0	782	0	2	0	0	0	6138	0	0	5	0	73	209	0	1	0	0	1	0	0	1068	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8056997	7	3775	7	0	118	67	8	24260	296	2	2	422	9	696	353	10	4850	0	371	58	0	211	0	105	0	0	1438	0	0	342	6	1	0	10	3	355	738	151	0	20	224	0	12	0	0	0	35	1195	1574	0	8	3	0	175	3	86	0	1389	425	40	0	31	155	0	2102	104	119	0	0	0	0	0	0	8708	83	45	0	10	0	11	61	2	0	0	0	1	0	9	779	76	0	0	428	0	3	6	0	2	0	12	151	0	0	1	0	0	102	20	0	3	209	0	34	0	0	0	141	0	190	4	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	132	0	0	4	0	0	0	15	0	3	68	39	0	1155	0	0	41	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	5	28	163	0	39	0	0	173	0	9	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	728	0	3	0	0	0	0	13	0	2	0	0	240	0	3	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	4	0	3	0	2	2	0	0	3508	0	0	3	0	1	0	8	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057003	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	991	3	0	21	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	692	0	0	0	2902	0	0	0	1	0	0	0	3806	0	0	2	0	17	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	4	0	0	1	0	0	0	0	0	0	2074	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3213	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	959	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057007	811	756	0	0	466	0	1541	21666	1627	0	0	2721	54	196	12	0	3	6	5966	563	0	2	0	1	13	0	1	18	0	0	1	0	0	1	9	117	71	0	0	0	0	9	17	5	0	0	22	2514	0	0	0	0	0	165	2	21	0	316	0	117	0	69	4824	5	361	16	18	0	2	0	0	0	0	62	0	33	0	0	6	0	1705	0	0	0	0	0	0	0	122	136	0	0	369	0	4	3	0	1	0	22	8	0	0	0	0	2	294	0	0	0	50	0	0	0	0	0	0	0	111	8	0	0	0	0	0	684	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	52	5	0	0	13	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	22	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	238	0	0	0	0	0	1346	0	0	0	0	126	49	0	0	0	0	0	3	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057015	691	4279	0	0	11	0	0	15678	216	0	31	496	1	427	0	0	7	76	2536	550	0	0	0	30	0	0	174	283	0	2190	2	4	0	30	751	84	80	1	0	10904	228	0	46	0	0	0	164	839	0	0	2	8	0	209	22	65	0	3039	145	222	0	88	1351	0	585	37	154	0	2	0	0	0	0	19	20	221	0	28	0	0	1129	1	0	0	0	43	0	0	1222	171	1	0	1830	2	10	21	23	3	0	12	23	0	0	0	0	0	301	0	0	0	126	0	31	0	0	0	0	0	2	12	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	18	0	529	0	0	0	0	0	0	0	0	0	96	51	0	40	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1325	0	0	0	0	0	4	0	0	40	0	0	86	0	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	91	0	0	0	0	0	3954	0	0	0	0	114	0	0	0	0	0	0	0	0	2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057042	178	515	0	0	0	0	277	1528	7	0	0	46	0	11	10	0	0	7	98	25	0	0	0	0	1708	13	23	453	0	0	1	5	0	0	74	2	25	0	0	616	0	0	0	0	0	0	74	7	0	0	0	0	0	1451	0	12	0	1719	0	0	0	0	79	1	120	324	20	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	12	0	0	83	1	0	3	204	0	0	0	0	1	0	2	5	0	0	1	0	0	2176	0	0	0	30	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	95	0	0	0	0	0	933	0	0	0	0	5	4	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057051	576	10946	0	0	199	5	47	2768	1	2544	39	3552	12	200	27	0	1519	0	1085	411	2	920	0	24	153	0	22	1	1	27	8	0	8	0	30	106	1564	4028	0	20	26	9	2	0	0	1	141	328	2	0	1	346	99	16	37	118	2	5	0	31	0	578	891	0	4399	21	9	0	2	0	592	0	0	130	45	2728	0	96	0	6	55	267	0	0	0	24	0	136	3538	434	10	0	1077	0	5	38	21	317	0	36	29	0	0	8	0	0	220	0	0	0	604	659	1	0	0	0	2	0	14	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	246	0	0	0	3	0	0	0	2	0	44	182	0	1	12	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	0	28	0	0	0	0	0	0	47	0	0	1	290	0	0	1	0	3	0	0	0	0	0	0	0	0	0	68	0	0	0	0	18500	0	20	0	0	23	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1560	0	0	5	0	25	0	1	0	0	0	0	0	0	5323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	138	0	0	0	0	0	0	0	20	0	0	0	0	0	34	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SRR8057054	0	10	0	0	0	0	0	15030	0	1	0	2	0	7	0	0	0	88	2	2	0	0	0	0	15	0	0	420	4	0	0	1	0	0	5	0	706	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	5225	0	29	0	3313	0	1	0	1	27	0	229	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	40	12	0	0	0	0	0	21	0	0	0	273	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	1	0	0	0	0	0	4088	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057055	3465	800	0	0	550	0	271	1549	502	1	4	1441	167	33	560	0	397	1	1526	456	0	0	2	0	2	0	135	26	0	23	16	0	13	0	3	50	366	915	0	6	11	26	0	4	0	0	1505	35	21	0	0	0	0	160	14	138	4	172	0	114	0	562	295	0	1461	111	15	3	0	0	0	4	0	418	645	1832	0	92	0	0	65	128	1	0	0	315	0	1	1970	20	0	0	1110	0	0	3	6	322	0	65	125	0	0	19	0	0	3161	0	0	0	122	3	2	0	6	0	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	324	0	0	0	1	0	0	403	0	32	87	50	0	8	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	10	315	0	0	0	6	0	101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2794	1	269	0	0	0	3	8	0	0	0	0	147	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	3	0	1086	0	0	0	0	0	12833	0	0	0	0	18	9	2	0	0	0	0	0	0	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
